0 -1902.34 1471.98

1 -1114.56 860.68

2 -770.84 590.04

3 -864.86 660.4

4 -700.2 534.26

5 -717.04 543.48

6 -660.94 505.12

7 -740.61 561.22

8 -656.33 496.78

9 -598.86 458.58

10 -607.26 460.22

11 -540.93 406.16

12 -501.4 377.6

13 -593.86 445.82

14 -532.05 400.22

15 -634.08 473.52

16 -508.71 379.68

17 -489.13 364.9

18 -555.92 414.88

19 -564.83 421.8

20 -457.85 339.66

21 -602.14 453.52

22 -540.62 402.78

23 -580.48 431.64

24 -509.62 380.34

25 -482.21 357.14

26 -544.14 404.62

27 -583.51 434.9

28 -571.24 423.68

29 -534.12 395.66

30 -515.18 383.12

31 -500.09 369.08

32 -571.26 425.06

33 -717.31 533.34

34 -573.17 426.38

35 -578.84 431.9

36 -558.26 412.2

37 -539.56 396.56

38 -832.77 610.08

39 -574.62 424.52

40 -600.19 443.74

41 -578.64 429.94

42 -640.66 472.02

43 -608.68 460.24

44 -516.09 377.04

45 -492.6 362.2

46 -528.58 391.22

47 -502.79 374.42

48 -449.88 332.42

49 -507.59 379.16

50 -485.84 356.24

51 -491.81 362.7

52 -495.53 366.28

53 -460.83 340.4

54 -454.7 335.16

55 -478.37 354.64

56 -883.58 647.76

57 -602.06 446.28

58 -549.69 405.42

59 -497.0 367.42

60 -489.03 362.1

61 -476.21 352.4

62 -534.66 392.56

63 -481.91 356.8

64 -478.45 356.06

65 -504.69 374.88

66 -489.5 363.58

67 -605.41 450.68

68 -490.79 365.64

69 -608.8 450.0

70 -475.07 352.7

71 -567.24 426.36

72 -882.61 646.92

73 -549.36 405.4

74 -557.87 415.76

75 -568.6 424.78

76 -496.84 375.12

77 -594.56 445.52

78 -536.54 409.3

79 -510.43 388.54

80 -640.93 482.94

81 -536.43 408.46

82 -720.26 540.24

83 -674.25 520.18

84 -627.08 476.06

85 -674.78 509.3

86 -591.71 447.24

87 -537.84 403.56

88 -675.34 504.32

89 -497.87 373.94

90 -530.98 396.6

91 -651.23 490.38

92 -503.44 377.82

93 -803.09 614.84

94 -651.58 496.36

95 -541.57 408.92

96 -661.61 496.48

97 -728.84 549.68

98 -540.82 403.78

99 -674.44 505.94

100 -615.58 459.96

101 -547.63 411.82

102 -471.37 354.8

103 -565.01 424.22

104 -689.09 516.52

105 -556.53 416.62

106 -833.5 617.48

107 -482.43 361.96

108 -541.86 405.5

109 -617.64 469.16

110 -473.95 354.36

111 -718.26 540.32

112 -529.42 392.72

113 -484.99 363.5

114 -543.45 411.54

115 -589.47 449.94

116 -576.86 436.26

117 -579.35 435.08

118 -600.2 454.5

119 -610.98 456.62

120 -694.34 513.6

121 -618.49 459.46

122 -550.81 407.12

123 -586.59 432.0

124 -546.84 403.36

125 -572.49 421.2

126 -604.71 444.24

127 -787.21 583.46

128 -850.07 636.48

129 -618.33 459.38

130 -668.96 496.72

131 -676.01 500.44

132 -634.33 466.86

133 -679.61 498.64

134 -1076.89 786.36

135 -898.86 692.68

136 -798.54 602.36

137 -683.21 506.98

138 -555.12 416.26

139 -684.57 511.12

140 -891.92 678.88

141 -727.66 544.8

142 -805.73 592.98

143 -787.3 583.86

144 -621.54 462.0

145 -1352.19 1037.52

146 -641.94 479.16

147 -713.24 533.12

148 -597.05 446.68

149 -840.15 626.46

150 -874.32 633.38

151 -691.94 514.5

152 -619.23 462.42

153 -735.77 543.6

154 -653.18 485.5

155 -696.46 520.8

156 -710.21 537.24

157 -644.89 479.7

158 -640.39 478.32

159 -629.13 470.64

160 -917.24 686.4

161 -742.47 558.56

162 -652.8 488.78

163 -685.25 510.2

164 -729.19 542.34

165 -653.0 488.88

166 -645.17 482.72

167 -805.14 604.34

168 -718.82 539.14

169 -672.18 505.34

170 -644.66 487.22

171 -596.91 450.1

172 -565.2 428.06

173 -661.19 495.28

174 -626.48 469.7

175 -697.89 520.86

176 -550.11 414.62

177 -567.26 424.58

178 -574.69 430.2

179 -572.04 432.7

180 -557.34 420.02

181 -680.68 519.2

182 -545.79 412.18

183 -625.75 469.88

184 -682.49 512.84

185 -512.91 387.34

186 -651.01 494.66

187 -631.74 478.24

188 -600.83 459.8

189 -571.39 436.5

190 -603.18 458.96

191 -540.89 409.52

192 -612.34 464.22

193 -567.77 432.74

194 -870.15 678.54

195 -631.79 482.12

196 -584.54 438.78

197 -560.96 421.94

198 -592.18 450.8

199 -570.04 430.42

